key,date,value01risk,value02risk,value03risk,value04risk,value05risk,value06risk,value07risk,value01ind,value02ind,value03ind,value04ind,value05ind,value06ind,value07ind,deaths01,deaths02,deaths03,deaths04,deaths05,deaths06,deaths07,illnesses01,illnesses02,illnesses03,illnesses04,illnesses05,illnesses06,illnesses07,disruption01,disruption02,disruption03,disruption04,disruption05,disruption06,disruption07
Cost to households (energy),2054,0,0,0,0,0,0,0,33.2,29.5,45.3,27.9,40,32.7,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2055,0,0,0,0,0,0,0,33.8,30,46.2,28.2,40.9,33.3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2056,0,0,0,0,0,0,0,34.4,30.4,47.2,28.5,41.8,33.8,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2057,0,0,0,0,0,0,0,35,30.9,48.2,28.8,42.7,34.4,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2058,0,0,0,0,0,0,0,35.6,31.4,49.1,29.1,43.6,34.9,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2059,0,0,0,0,0,0,0,36.3,31.9,50.1,29.5,44.5,35.5,50.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2060,0,0,0,0,0,0,0,36.9,32.4,51.1,29.8,45.4,36,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2061,0,0,0,0,0,0,0,37.5,32.9,52.1,30.1,46.3,36.6,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2062,0,0,0,0,0,0,0,38.2,33.4,53.1,30.4,47.2,37.2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2063,0,0,0,0,0,0,0,38.9,33.9,54.1,30.8,48.2,37.7,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2064,0,0,0,0,0,0,0,39.5,34.4,55.2,31.1,49.1,38.3,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2065,0,0,0,0,0,0,0,40.2,34.9,56.2,31.5,50.1,38.9,57.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2066,0,0,0,0,0,0,0,40.9,35.4,57.3,31.8,51.1,39.5,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2067,0,0,0,0,0,0,0,41.6,36,58.4,32.2,52.1,40.1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2068,0,0,0,0,0,0,0,42.3,36.5,59.4,32.5,53.1,40.7,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2069,0,0,0,0,0,0,0,43,37,60.5,32.9,54.1,41.3,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2070,0,0,0,0,0,0,0,43.7,37.6,61.6,33.2,55.1,42,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2071,0,0,0,0,0,0,0,44.4,37.9,62.8,33.6,55.5,42.3,64.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2072,0,0,0,0,0,0,0,45.2,38.3,63.9,33.9,56,42.7,64.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2073,0,0,0,0,0,0,0,45.9,38.6,65,34.3,56.5,43.1,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2074,0,0,0,0,0,0,0,46.7,38.9,66.2,34.7,56.9,43.4,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2075,0,0,0,0,0,0,0,47.4,39.3,67.4,35.1,57.4,43.8,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2076,0,0,0,0,0,0,0,48.2,39.6,68.5,35.4,57.9,44.2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2077,0,0,0,0,0,0,0,49,40,69.7,35.8,58.4,44.6,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2078,0,0,0,0,0,0,0,49.8,40.3,70.9,36.2,58.8,45,68.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2079,0,0,0,0,0,0,0,50.6,40.7,72.2,36.6,59.3,45.4,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2080,0,0,0,0,0,0,0,51.4,41,73.4,37,59.8,45.7,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2081,0,0,0,0,0,0,0,52.2,41.4,74.7,37.4,60.3,46.1,69.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2082,0,0,0,0,0,0,0,53.1,41.8,75.9,37.8,60.9,46.6,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2083,0,0,0,0,0,0,0,53.9,42.2,77.2,38.2,61.4,47,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2084,0,0,0,0,0,0,0,54.8,42.5,78.5,38.6,61.9,47.4,71.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2085,0,0,0,0,0,0,0,55.6,42.9,79.8,39,62.4,47.8,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2086,0,0,0,0,0,0,0,56.5,43.3,81.1,39.5,63,48.2,72.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2087,0,0,0,0,0,0,0,57.4,43.7,82.5,39.9,63.5,48.6,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2088,0,0,0,0,0,0,0,58.3,44.1,83.8,40.3,64,49.1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2089,0,0,0,0,0,0,0,59.2,44.5,85.2,40.7,64.6,49.5,74.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2090,0,0,0,0,0,0,0,60.1,44.9,86.6,41.2,65.1,49.9,75.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2091,0,0,0,0,0,0,0,61.1,45.3,88,41.6,65.7,50.4,75.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2092,0,0,0,0,0,0,0,62,45.7,89.4,42.1,66.3,50.8,76.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2093,0,0,0,0,0,0,0,62.9,46.1,90.8,42.5,66.8,51.3,77.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2094,0,0,0,0,0,0,0,63.9,46.5,92.3,43,67.4,51.7,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2095,0,0,0,0,0,0,0,64.9,46.9,93.8,43.4,68,52.2,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2096,0,0,0,0,0,0,0,65.9,47.3,95.2,43.9,68.6,52.6,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2097,0,0,0,0,0,0,0,66.9,47.8,96.7,44.4,69.2,53.1,79.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2098,0,0,0,0,0,0,0,67.9,48.2,98.3,44.8,69.8,53.6,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2099,0,0,0,0,0,0,0,68.9,48.6,99.8,45.3,70.4,54.1,81.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cost to households (energy),2100,0,0,0,0,0,0,0,69.9,49.1,101.4,45.8,71,54.5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2015,0,0,0,0,0,0,0,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2016,0,0,0,0,0,0,0,27.1,27.1,27.1,27.1,27.2,27,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2017,0,0,0,0,0,0,0,27.2,27.2,27.2,27.3,27.3,27.1,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2018,0,0,0,0,0,0,0,27.3,27.3,27.3,27.4,27.5,27.1,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2019,0,0,0,0,0,0,0,27.4,27.4,27.4,27.6,27.7,27.2,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2020,0,0,0,0,0,0,0,27.6,27.6,27.6,27.7,27.9,27.2,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2021,0,0,0,0,0,0,0,27.7,27.7,27.7,27.9,28,27.3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2022,0,0,0,0,0,0,0,27.8,27.8,27.8,28,28.2,27.3,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2023,0,0,0,0,0,0,0,27.9,27.9,27.9,28.2,28.4,27.4,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2024,0,0,0,0,0,0,0,28,28,28,28.3,28.5,27.4,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2025,0,0,0,0,0,0,0,28.1,28.1,28.1,28.5,28.7,27.4,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2026,0,0,0,0,0,0,0,28.2,28.2,28.2,28.7,28.9,27.5,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2027,0,0,0,0,0,0,0,28.3,28.3,28.3,28.8,29.1,27.5,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2028,0,0,0,0,0,0,0,28.5,28.5,28.5,29,29.2,27.6,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2029,0,0,0,0,0,0,0,28.6,28.6,28.6,29.1,29.4,27.6,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2030,0,0,0,0,0,0,0,28.7,28.7,28.7,29.3,29.6,27.7,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2031,0,0,0,0,0,0,0,28.8,28.8,28.8,29.3,29.6,27.7,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2032,0,0,0,0,0,0,0,28.9,28.9,28.9,29.3,29.7,27.8,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2033,0,0,0,0,0,0,0,29,29,29,29.4,29.7,27.8,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2034,0,0,0,0,0,0,0,29.1,29.1,29.1,29.4,29.8,27.8,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2035,0,0,0,0,0,0,0,29.2,29.2,29.2,29.5,29.8,27.9,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2036,0,0,0,0,0,0,0,29.4,29.4,29.4,29.5,29.9,27.9,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2037,0,0,0,0,0,0,0,29.5,29.5,29.5,29.5,29.9,28,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2038,0,0,0,0,0,0,0,29.6,29.6,29.6,29.6,29.9,28,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2039,0,0,0,0,0,0,0,29.7,29.7,29.7,29.6,30,28.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2040,0,0,0,0,0,0,0,29.8,29.8,29.8,29.7,30,28.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2041,0,0,0,0,0,0,0,29.9,29.9,29.9,29.7,30.1,28.2,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2042,0,0,0,0,0,0,0,30,30,30,29.7,30.1,28.2,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2043,0,0,0,0,0,0,0,30.1,30.1,30.1,29.8,30.2,28.3,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2044,0,0,0,0,0,0,0,30.3,30.3,30.3,29.8,30.2,28.3,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2045,0,0,0,0,0,0,0,30.4,30.4,30.4,29.9,30.3,28.3,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2046,0,0,0,0,0,0,0,30.5,30.5,30.5,29.9,30.3,28.4,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2047,0,0,0,0,0,0,0,30.6,30.6,30.6,29.9,30.3,28.4,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2048,0,0,0,0,0,0,0,30.7,30.7,30.7,30,30.4,28.5,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2049,0,0,0,0,0,0,0,30.8,30.8,30.8,30,30.4,28.5,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2050,0,0,0,0,0,0,0,30.9,30.9,30.9,30.1,30.5,28.6,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2051,0,0,0,0,0,0,0,31,31,31,30,30.5,28.6,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2052,0,0,0,0,0,0,0,31.2,31.2,31.2,30,30.6,28.7,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2053,0,0,0,0,0,0,0,31.3,31.3,31.3,30,30.7,28.7,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2054,0,0,0,0,0,0,0,31.4,31.4,31.4,29.9,30.8,28.8,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2055,0,0,0,0,0,0,0,31.5,31.5,31.5,29.9,30.8,28.8,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2056,0,0,0,0,0,0,0,31.6,31.6,31.6,29.9,30.9,28.8,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2057,0,0,0,0,0,0,0,31.7,31.7,31.7,29.8,31,28.9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2058,0,0,0,0,0,0,0,31.8,31.8,31.8,29.8,31.1,28.9,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2059,0,0,0,0,0,0,0,32,32,32,29.7,31.1,29,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2060,0,0,0,0,0,0,0,32.1,32.1,32.1,29.7,31.2,29,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2061,0,0,0,0,0,0,0,32.2,32.2,32.2,29.7,31.3,29.1,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2062,0,0,0,0,0,0,0,32.3,32.3,32.3,29.6,31.3,29.1,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2063,0,0,0,0,0,0,0,32.4,32.4,32.4,29.6,31.4,29.2,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2064,0,0,0,0,0,0,0,32.5,32.5,32.5,29.6,31.5,29.2,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2065,0,0,0,0,0,0,0,32.6,32.6,32.6,29.5,31.6,29.3,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2066,0,0,0,0,0,0,0,32.8,32.8,32.8,29.5,31.6,29.3,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2067,0,0,0,0,0,0,0,32.9,32.9,32.9,29.5,31.7,29.3,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2068,0,0,0,0,0,0,0,33,33,33,29.4,31.8,29.4,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2069,0,0,0,0,0,0,0,33.1,33.1,33.1,29.4,31.9,29.4,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2070,0,0,0,0,0,0,0,33.2,33.2,33.2,29.4,31.9,29.1,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2071,0,0,0,0,0,0,0,33.3,33.3,33.3,29.7,32.2,29.2,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2072,0,0,0,0,0,0,0,33.5,33.5,33.5,30.1,32.4,29.2,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2073,0,0,0,0,0,0,0,33.6,33.6,33.6,30.4,32.7,29.3,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2074,0,0,0,0,0,0,0,33.7,33.7,33.7,30.8,33,29.3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2075,0,0,0,0,0,0,0,33.8,33.8,33.8,31.1,33.2,29.4,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2076,0,0,0,0,0,0,0,33.9,33.9,33.9,31.5,33.5,29.4,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2077,0,0,0,0,0,0,0,34,34,34,31.9,33.7,29.5,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2078,0,0,0,0,0,0,0,34.1,34.1,34.1,32.2,34,29.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2079,0,0,0,0,0,0,0,34.3,34.3,34.3,32.6,34.2,29.6,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2080,0,0,0,0,0,0,0,34.4,34.4,34.4,32.9,34.5,29.6,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2081,0,0,0,0,0,0,0,34.5,34.5,34.5,33.3,34.8,29.6,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2082,0,0,0,0,0,0,0,34.6,34.6,34.6,33.7,35,29.7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2083,0,0,0,0,0,0,0,34.7,34.7,34.7,34,35.3,29.7,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2084,0,0,0,0,0,0,0,34.8,34.8,34.8,34.4,35.5,29.8,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2085,0,0,0,0,0,0,0,35,35,35,34.7,35.8,29.8,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2086,0,0,0,0,0,0,0,35.1,35.1,35.1,35.1,36.1,29.9,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2087,0,0,0,0,0,0,0,35.2,35.2,35.2,35.5,36.3,29.9,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2088,0,0,0,0,0,0,0,35.3,35.3,35.3,35.8,36.6,30,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2089,0,0,0,0,0,0,0,35.4,35.4,35.4,36.2,36.8,30,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2090,0,0,0,0,0,0,0,35.5,35.5,35.5,36.5,37.1,30.1,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2091,0,0,0,0,0,0,0,35.7,35.7,35.7,36.9,37.4,30.1,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2092,0,0,0,0,0,0,0,35.8,35.8,35.8,37.3,37.6,30.2,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2093,0,0,0,0,0,0,0,35.9,35.9,35.9,37.6,37.9,30.2,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2094,0,0,0,0,0,0,0,36,36,36,38,38.1,30.2,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2095,0,0,0,0,0,0,0,36.1,36.1,36.1,38.4,38.4,30.3,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2096,0,0,0,0,0,0,0,36.2,36.2,36.2,38.7,38.7,30.3,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2097,0,0,0,0,0,0,0,36.4,36.4,36.4,39.1,38.9,30.4,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2098,0,0,0,0,0,0,0,36.5,36.5,36.5,39.4,39.2,30.4,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2099,0,0,0,0,0,0,0,36.6,36.6,36.6,39.8,39.4,30.5,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to commercial and industrial buildings,2100,0,0,0,0,0,0,0,36.7,36.7,36.7,40.2,39.7,30.5,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2015,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2016,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2017,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2018,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2019,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2020,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damage to civil infrastructure,2021,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
